,weak-synoptic,weak-syn-afternoon-rainfall,CWVatDongsha,CWVatNETW,WSatBanqiao,WSatNETW,CrossStraitUatNWTW,UatNETW,swUatDongSha,swUatDongShaNaN,sUatNETW,sUatNETWNaN,swDEPTHatNETW,MSEatNETW,swLAYERatSWTW,IVTatDongSha,IVTatDongShaNaN,LeeVortex,CAPEatNETW,CRHatNETW,deltaCWVatTW,deltaLTSatSWTW,zetaatETW,seUatETW,year,month,day
0,1,1,46.1151526,47.67908822,1.125884828,24.72961762,1.745835457,7.218629774,0,1,5.185321284,0,0.303464849,341341.8444,0,0,1,-1.46E-05,1758.850609,0.535266117,3.531914257,-0.339208768,-1,-1,1998,8,16
0,1,1,50.15375261,40.87486668,5.008007643,19.20548362,-1.991547517,4.574542768,0,1,4.182928689,0,0.13303772,337277.4308,0.333333333,0,1,-2.77E-05,1184.922498,0.438395308,-1.460054249,-1.048673878,1,-1,1998,8,17
0,1,1,52.28060005,44.95218782,2.518411914,16.20250655,-1.977395404,4.154643321,0,1,3.57523923,0,0,339855.0581,0.777777778,0,1,-2.48E-05,1973.385485,0.48300672,0.044347634,-1.211368367,1,1,1998,8,18
0,1,0,48.66074286,43.57850652,3.479587061,11.30922751,-3.819721171,1.901361705,0,1,1.864122063,0,0,339213.1419,0,0,1,-1.11E-05,2055.694002,0.440271443,-0.804265708,-0.66454659,-1,-1,1998,8,19
0,1,0,56.12921569,59.34254941,2.999483154,3.634997398,-7.95831475,4.089899073,0,1,6.915475432,0,0,343719.9679,0,0,1,-6.92E-05,825.1093467,0.785299523,2.236453324,-0.609997589,1,-1,1998,8,20
0,0,0,60.75372724,53.90064913,2.215012053,6.13021522,-3.346492989,3.241510233,0,1,7.044292173,0,0,343486.1043,0,0,1,-9.66E-05,850.4753234,0.638426936,6.228761775,0.707124175,1,1,1998,8,21
0,0,0,56.57894976,55.38326361,3.746929928,14.67901472,0.426817312,2.06503979,0,1,3.874161345,0,0,344791.2389,0.333333333,0,1,-5.17E-06,1840.552342,0.673028905,11.4143594,0.311860369,1,1,1998,8,22
0,1,1,51.20298724,53.90433648,3.043481157,16.47457947,1.441210176,3.075871531,6.969628728,0,0,1,0,344331.2182,0.777777778,253.3028098,0,9.77E-06,1491.298036,0.659478126,8.405721137,-0.511796406,-1,-1,1998,8,23
0,1,1,54.82695223,53.06952734,4.111469339,11.93010502,-1.033014805,0.427814702,4.034071569,0,1.567901438,0,0,343071.4167,0,104.228793,0,1.24E-06,1541.746478,0.634057932,8.149581617,-0.040817327,-1,-1,1998,8,24
0,1,1,52.5197271,49.69623593,5.543800885,8.994175176,-1.333368073,2.130928846,5.183712924,0,3.040102009,0,0,341592.7313,0.333333333,164.3911144,0,7.58E-06,1710.719469,0.587318544,2.328966383,-0.237351925,-1,-1,1998,8,25
0,1,1,55.17548422,40.40688744,6.033422275,20.01011937,-0.528120834,2.246393765,6.238488619,0,1.824014368,0,0,339104.9083,0.444444444,245.1117983,0,-1.96E-06,1864.22271,0.382809223,-1.133897129,-0.355427131,1,-1,1998,8,26
0,1,1,54.15532605,44.86165096,4.184450754,17.05763743,1.170349536,1.628005837,7.714601955,0,2.866938193,0,0.48469238,338654.0952,0.222222222,299.5230649,0,-1.50E-05,1410.82763,0.529784686,1.568465951,-0.016337662,1,-1,1998,8,27
0,0,0,50.53670538,50.3564166,2.06560755,11.13776858,3.102491205,2.219399218,8.505720117,0,3.800021941,0,0,339878.3073,0,302.363175,0,-2.70E-05,1727.943154,0.606964662,7.62529866,-0.886174931,-1,-1,1998,8,28
0,0,0,47.57393978,61.85335136,0.963120272,5.850626123,3.77644155,2.691252425,7.511739391,0,4.139466175,0,0,344215.8714,0,211.1694265,0,-4.13E-05,724.2189797,0.798070171,16.98651346,-0.998755595,-1,-1,1998,8,29
0,0,0,44.91830812,63.70843282,2.622072156,7.934419363,1.541191029,4.052254449,4.432572603,0,1.074557296,0,0,344421.5375,0,102.3584701,0,-4.36E-05,358.3498005,0.812780673,18.03718927,-1.144902214,1,-1,1998,8,30
0,0,0,53.31603836,66.27944453,6.332916249,4.719397104,-0.511272054,6.461036994,4.192041454,0,2.313511041,0,0,345239.2833,0,78.60359629,0,3.49E-05,276.3443954,0.865918055,18.18143446,-0.084548246,1,-1,1998,8,31
0,0,0,51.72815099,64.87417331,4.57469898,15.80484287,4.252525336,13.05829061,2.313302421,0,0,1,0,343191.8165,0,112.3257708,0,-2.15E-05,101.1716602,0.882024137,16.20476402,-1.429554832,-1,-1,1998,9,1
0,0,0,51.46290423,58.14381479,8.916974481,6.885696907,3.84921727,8.356683961,2.071376787,0,0,1,0,339259.9139,0.111111111,3.807914847,0,2.69E-05,-14.46594269,0.897593584,10.55945559,-0.188740142,-1,-1,1998,9,2
0,1,0,61.24432655,45.74274381,10.89852947,4.539918084,4.66317194,4.582739821,2.734296658,0,0,1,0,332556.4381,0.333333333,0,1,-3.51E-05,3.566182321,0.675532517,1.572274521,-0.104240095,-1,-1,1998,9,3
0,1,1,61.83923561,44.59508645,6.364496197,3.821684612,3.938678397,1.648055832,3.732375985,0,3.042548298,0,0,332438.428,0.777777778,202.1396017,0,-5.38E-05,0,0.621612884,2.786982073,0.789235609,-1,1,1998,9,4
0,0,0,57.19828377,54.6764709,2.965680482,7.051964814,8.018765473,5.697820162,5.538836752,0,4.905324652,0,1,340953.6831,1,308.0703518,0,-7.41E-06,257.2629365,0.741695871,12.32354528,0.062195371,1,-1,1998,9,5
0,0,0,55.0642645,58.87673711,1.853483007,4.249676179,10.73445616,1.226864217,7.995267002,0,8.616495541,0,0,343365.5541,1,406.0191518,0,-1.42E-05,1261.311416,0.772891462,15.10067226,0.402850217,1,-1,1998,9,6
0,0,0,53.83305743,60.97925436,2.970029296,8.185616136,11.36283332,3.215565438,7.134504854,0,8.749678038,0,0,343036.7668,1,322.7121226,0,3.18E-05,340.9334983,0.852494896,15.01267286,-0.869593711,1,-1,1998,9,7
0,0,0,58.87833025,60.54238012,3.580554457,6.22115061,6.675100547,2.182113691,5.455564196,0,6.692385001,0,0,342326.0571,0,281.1011557,0,6.88E-05,537.2153476,0.843800069,15.08220852,-1.102239362,-1,-1,1998,9,8
0,0,0,59.83029967,61.11792872,2.65220111,6.401045989,3.878426438,1.550407881,3.53735068,0,2.164812321,0,0,342184.0574,0,87.88241686,0,-5.60E-06,519.5998984,0.864441148,14.03419318,0.187723848,-1,1,1998,9,9
0,0,0,62.36119531,61.78202403,3.415303024,7.685068147,-0.586342513,3.106235765,0,1,5.922600902,0,0,343130.6462,0.111111111,38.01897434,0,-3.63E-05,405.8306319,0.837564455,14.05450179,0.504069822,1,-1,1998,9,10
0,0,0,62.92551863,57.69909106,1.889045445,12.63358449,-3.082642934,5.39457178,2.642996944,0,9.621257268,0,0,342794.3039,0.777777778,85.06798205,0,-9.24E-05,510.9765358,0.742169703,12.46871156,0.44531977,1,-1,1998,9,11
0,1,0,66.98556139,64.20169308,2.451174269,11.55858053,-2.609791393,5.732860117,2.794340576,0,10.18922922,0,0,343645.8465,0.333333333,133.8965078,0,-0.000140322,241.2091839,0.886661807,17.36679339,0.786615765,1,-1,1998,9,12
0,0,0,64.29554715,38.66417899,2.109582739,10.11346599,-2.667419971,7.771934698,0,1,8.197205666,0,0,336254.1179,0.888888889,0,1,-0.000118617,421.7462945,0.320851952,-1.583242664,0.595969976,-1,-1,1998,9,13
0,0,0,55.27388776,44.81155867,1.733289262,8.037353167,-3.327065134,5.450217251,0,1,3.689036738,0,0,338432.344,0,0,1,-6.29E-05,455.5624524,0.486715496,0.321492821,-0.157281304,-1,-1,1998,9,14
0,1,0,55.73159558,47.15900128,3.348704139,10.51737406,-7.684100458,6.073489856,0,1,0,1,0,338387.6735,0,0,1,-3.19E-05,872.4810578,0.535008551,-1.102585625,0.433745003,-1,-1,1998,9,15
0,1,1,48.77661409,35.43809838,4.77644547,16.62633899,-5.208459021,10.19452514,0,1,0,1,0,331800.1748,0,0,1,2.39E-05,-12.13329099,0.386213001,-7.109582765,-0.101181644,-1,-1,1998,9,16
0,1,0,41.88371512,22.10202864,2.276252773,12.54489975,-5.78522024,11.69800358,0,1,0,1,0,323809.565,0,0,1,5.59E-06,0.118596644,0.119522008,-22.34145636,0.061529789,-1,-1,1998,9,17
0,1,0,33.18311147,22.19952095,5.600116747,1.222943721,-8.851256078,9.744932522,0,1,0,1,0,323918.5328,0,0,1,1.76E-05,0,0.110579079,-24.01914816,2.364243713,-1,-1,1998,9,18
0,1,0,26.16711125,31.73316341,6.38030381,9.896508246,-7.874948388,8.51405446,0,1,0,1,0,324127.6167,0,0,1,6.54E-06,0,0.306638702,-13.60169889,2.404613884,-1,-1,1998,9,19
0,0,0,40.80427843,39.02258861,2.633085607,23.21804835,-1.998492012,0.461657574,0,1,2.736337103,0,0,331345.3186,0,0,1,-6.22E-06,0,0.548531451,-5.956993403,0.789601362,-1,-1,1998,9,20
0,1,0,36.99697537,50.60907528,0.288120684,22.80523592,3.683326973,9.994215666,0,1,0,1,0,335280.3027,0,0,1,8.25E-05,0,0.762105982,3.47759475,0.09480456,-1,-1,1998,9,21
0,0,0,37.24846037,37.1453629,10.32821301,18.96080207,2.910514527,10.48359888,0,1,0,1,0,332322.2066,0,0,1,1.78E-05,0,0.447481758,-11.5263209,0.713039999,-1,-1,1998,9,22
0,0,0,39.13126377,31.19567525,5.652566938,3.289631714,3.246510527,5.438201306,0,1,4.547663963,0,0,329179.8979,0,0,1,-7.20E-06,0,0.306342653,-14.08879883,0.327667444,-1,-1,1998,9,23
0,0,0,50.70331222,35.93876363,2.368829061,9.623098095,-0.379761294,4.866590452,0,1,2.922480761,0,0,329811.9354,0,0,1,-4.17E-06,0,0.367835785,-11.37525249,0.588784902,-1,-1,1998,9,24
0,0,0,46.52887659,31.13459165,1.198726453,13.95392681,-3.660403585,5.737924729,0,1,2.591316166,0,0,326806.3675,0,0,1,6.44E-06,0,0.322576575,-14.75151012,-0.058115887,-1,-1,1998,9,25
0,0,0,52.94023196,51.01334432,1.183628344,3.998455456,-4.143810108,8.334563043,0,1,0,1,0,339581.6766,0,0,1,-1.23E-05,534.2939933,0.73470372,1.175779499,-0.318108911,-1,-1,1998,9,26
0,0,0,48.67554476,56.26975109,1.876003373,15.08827824,-7.436656733,9.791790203,0,1,0,1,0,341073.166,0,0,1,-2.22E-05,632.1989371,0.757434218,6.32362154,-0.364004222,1,-1,1998,9,27
0,0,0,48.36061708,67.81155526,3.326528162,8.290813137,-10.27735198,13.24064063,0,1,0,1,0,345859.1055,0,0,1,0.00012529,398.8837769,0.914190035,18.06676556,0.475134213,1,-1,1998,9,28
0,0,0,39.22652145,58.61466813,5.123698092,17.98683973,0.346168814,15.84643717,0,1,0,1,0,342607.4448,0,0,1,5.23E-05,35.04212301,0.78011415,9.469199541,1.538331442,-1,-1,1998,9,29
0,1,0,43.13255718,40.08419452,11.81709557,13.32573965,5.613093874,12.17653415,2.938726459,0,0,1,0,332319.9259,0,0,1,7.48E-06,0,0.558209455,-10.62632723,1.856976376,-1,-1,1998,9,30
0,0,0,35.45069515,26.35135165,5.673371632,10.89863852,-3.798268352,8.72781864,0,1,0,1,0,326134.5703,0,0,1,2.77E-06,0,0.221735598,-19.36704738,1.01727362,-1,-1,1998,10,1
0,0,0,50.65011448,18.25527244,4.113189638,10.85584674,-6.747636561,7.947507344,0,1,0,1,0,321381.9005,0,0,1,3.74E-06,0,0.065236577,-27.7064454,0.565670368,-1,-1,1998,10,2
0,0,0,63.26602232,45.95492255,9.814105823,20.22769549,1.364106271,6.257492319,0,1,3.786236185,0,0,336914.3107,0.444444444,0,1,-1.63E-05,49.42037323,0.677695132,-9.772051838,0.490559788,-1,-1,1998,10,3
0,0,0,64.18039055,62.23687027,7.022816779,25.85028237,-2.838040119,10.3776597,0,1,8.540658096,0,0,342037.203,0.222222222,0,1,4.50E-05,109.4565647,0.925172506,10.97602419,-0.170010355,1,-1,1998,10,4
0,0,0,59.43516169,64.33796815,7.006334386,9.05137606,-2.347426123,0.790491754,0,1,0,1,0,342858.7031,0.222222222,0,1,8.89E-05,238.8565019,0.905127741,15.4515836,0.830053615,1,-1,1998,10,5
0,0,0,58.41263776,62.67498204,2.459209137,6.370935855,-3.875228751,2.177398398,0,1,0,1,0.866716147,343255.174,0,0,1,0.000124918,124.0591191,0.907668342,7.334762866,-0.211325066,1,-1,1998,10,6
0,0,0,49.98013215,53.08975721,2.47932971,4.860640904,-2.771751408,3.840324155,0,1,0,1,0.665555699,341447.3111,0.222222222,0,1,4.72E-05,275.7926392,0.731925987,2.289263725,1.010325105,1,-1,1998,10,7
0,0,0,51.97795213,44.21254242,9.151586208,20.59791605,2.996970577,9.211818817,0,1,0,1,0,332499.9251,0.222222222,0,1,2.14E-05,130.9661266,0.607799924,-1.643020684,-0.026655275,-1,-1,1998,10,8
0,0,0,59.07787585,42.30681809,7.330310498,23.60030937,1.037776738,7.667759412,0,1,2.62218801,0,0,333191.1525,0,0,1,-1.02E-05,42.65816549,0.59792778,-8.170617302,0.736103843,-1,-1,1998,10,9
0,1,0,54.84383621,52.6838718,8.081760477,21.5307406,3.161212486,4.807524289,0,1,6.145830606,0,0,340312.3409,0.333333333,0,1,-2.90E-05,589.2095629,0.753381901,3.860773149,-0.197618654,1,-1,1998,10,10
0,1,0,47.29880266,51.60028327,3.865274016,13.22312158,1.072002157,4.746257426,0,1,6.413402248,0,0,339544.3598,0.111111111,0,1,-4.54E-05,659.6605026,0.737022701,3.273124367,-0.575694013,1,1,1998,10,11
0,1,0,43.62607141,48.42314834,2.447964069,8.403456422,-0.731987968,4.537167563,0,1,6.129260578,0,0,338716.4198,0,0,1,-4.25E-05,1273.466232,0.625171191,2.628828091,-0.277931807,-1,1,1998,10,12
0,1,0,36.99052909,43.64278244,5.511199338,16.83051052,-3.67104459,5.884499131,0,1,7.391641108,0,0,335839.8162,0,0,1,-9.17E-05,1035.517167,0.595419511,-1.455078269,1.410685622,-1,-1,1998,10,13
0,0,0,38.85510652,50.28319003,6.916977377,19.33172922,-6.262831758,5.871567141,0,1,9.363520653,0,0,339091.856,0,0,1,-8.98E-05,390.8779742,0.695128785,-0.724209387,0.433264372,1,-1,1998,10,14
0,0,0,52.1298498,64.21962468,7.820141788,18.37144788,-10.05824945,14.83252431,0,1,16.12137465,0,0,342610.5036,0,0,1,-1.68E-05,423.6900163,0.906115019,16.11568961,0.591317501,1,-1,1998,10,15
0,0,0,44.61580022,80.31198242,4.425218257,17.67838697,-10.99392334,22.75767902,6.625857205,0,26.2657047,0,0,348030.3372,0,0,1,0.000403397,-0.238199748,0.953585356,24.41938518,2.044179817,1,-1,1998,10,16
0,1,0,35.65043169,27.57098289,1.15872301,10.4005403,0.756962275,14.1254793,0,1,0,1,0,325295.2427,0,0,1,7.17E-05,0,0.305653005,-15.49361425,2.319470907,-1,-1,1998,10,17
0,0,0,29.18413654,22.91822933,12.9078953,28.08399993,3.29918325,11.03075424,0,1,0,1,0,318525.7196,0,0,1,3.08E-06,0,0.239993828,-21.87631646,1.168537995,-1,-1,1998,10,18
0,0,0,43.00462622,33.17809123,13.892062,22.49249395,3.637131393,9.140801474,0,1,0,1,0,321246.401,0,0,1,-5.12E-06,0,0.592030612,-12.90306855,0.400048688,-1,-1,1998,10,19
0,0,0,40.5940751,39.77151804,16.91724605,17.48461005,4.508668524,12.32940019,0,1,0,1,0,325914.7521,0,0,1,-2.92E-05,5.735377872,0.736454225,-6.038040641,1.308622785,-1,-1,1998,10,20
0,1,0,42.36613156,41.19752424,12.32218771,15.97241689,2.941205384,11.03273938,0,1,0,1,0,326200.1652,0,0,1,-2.36E-05,0,0.694587572,-3.251738388,2.437872843,-1,-1,1998,10,21
0,0,0,41.11363813,44.88214348,12.55091145,12.91994745,5.984352172,8.277572361,0,1,0,1,0,331839.2279,0,0,1,8.79E-06,0,0.665869946,-1.307638971,2.969392627,-1,-1,1998,10,22
0,0,0,47.79315154,51.86101874,14.73770109,16.86390223,5.42802847,7.650800788,0,1,2.70199379,0,0,339168.2412,0,0,1,2.75E-05,-88.16341651,0.781214249,1.348478426,3.389754271,-1,-1,1998,10,23
0,0,0,62.38900797,56.29511293,10.65375574,26.44329232,0.664740854,15.07817689,0,1,0,1,0,335753.2283,0,0,1,6.19E-05,0,0.898717221,5.566368108,0.952737194,1,-1,1998,10,24
0,0,0,70.79323177,58.64434871,10.41763759,32.07576478,-4.605060562,12.70297414,0,1,13.08807374,0,0,338335.1996,0.666666667,0,1,-2.89E-05,254.2825874,0.937744103,10.34882548,1.036137035,1,-1,1998,10,25
0,0,0,67.93530144,60.62118821,10.78994843,19.29612264,1.545147932,10.95586257,21.19616414,0,9.252295833,0,0,340300.9594,0.444444444,1037.13869,0,6.09E-06,272.845955,0.903051575,11.2279044,1.853884268,1,-1,1998,10,26
0,0,0,43.23529036,55.18509172,12.03481071,7.201412575,7.72099052,7.947756804,11.61351045,0,12.02368617,0,0,339469.7559,1,0,1,-9.84E-05,227.5888692,0.756827486,11.37752847,4.816675222,1,-1,1998,10,27
0,0,0,33.13995684,36.68246512,15.14990174,12.21738448,15.41620622,5.788032279,3.86892113,0,6.733147661,0,1,333385.2707,0.666666667,0,1,-7.78E-05,215.8110577,0.438911651,-2.288991864,3.643406326,1,-1,1998,10,28
0,0,0,30.77565893,45.19149631,12.59234673,2.584916484,2.223899276,6.827687569,0,1,2.762149714,0,0,334828.2753,0.333333333,0,1,2.54E-05,73.01420698,0.725226729,-6.883134815,3.848982722,1,-1,1998,10,29
0,0,0,32.97288631,41.89868492,6.642849086,7.934654115,9.501367216,3.572755059,0,1,4.133734031,0,0,335777.0301,0.222222222,0,1,3.28E-05,223.1901634,0.60273206,-11.05339183,2.032060204,1,-1,1998,10,30
0,0,0,38.50261038,45.68678713,11.40036931,23.37677707,11.28640618,9.000326172,0,1,3.869225595,0,0,334708.0835,0,0,1,-3.17E-05,77.32423505,0.820635625,-9.836870909,0.43330797,1,-1,1998,10,31
0,0,0,65.20454714,43.8275206,11.02955833,30.02962567,5.540418738,10.69513023,0,1,11.96307968,0,0,326198.1026,0.444444444,1157.139124,0,-0.000103504,0,0.799290006,0.654797281,0.449962585,1,-1,1999,5,1
0,1,1,54.50474125,43.46071676,11.2188626,28.92414026,9.196112978,9.920938768,16.81976105,0,13.86203297,0,0,327127.9713,0.666666667,801.1682238,0,-7.10E-05,0,0.765319925,1.277155743,0.19674486,1,-1,1999,5,2
0,1,0,40.49625009,53.41966207,7.330817347,25.26137016,9.798981777,12.40627048,5.085684147,0,12.50460807,0,0,335376.9821,0.888888889,270.075038,0,-4.01E-05,0.841735549,0.895934194,7.137528298,1.16158605,1,-1,1999,5,3
0,0,0,38.55915872,48.66258278,4.935201281,11.69718967,5.168888764,3.129213847,2.955416524,0,10.67046123,0,1,337153.6747,0,3.505559632,0,-1.14E-05,44.58484941,0.758590169,1.596741464,2.298359721,1,-1,1999,5,4
0,0,0,42.27838288,40.14928423,14.46492081,24.17529773,10.9995419,9.511267871,1.490549625,0,0,1,0,323743.6666,0,0,1,6.22E-06,0,0.885264816,-3.142462443,2.268426292,-1,-1,1999,5,5
0,0,0,52.38528609,31.93931049,19.81108568,44.01439017,6.127920763,5.550208881,0,1,0,1,0,316515.3219,0,0,1,-1.23E-05,0,0.720291191,-14.49359615,0.987526739,-1,-1,1999,5,6
0,1,0,53.24795231,36.51679118,13.45848116,46.40601135,6.273367289,5.303890764,0,1,6.149119039,0,0,322959.735,0,0,1,-7.77E-05,0,0.808100814,-14.03267023,1.01089048,-1,-1,1999,5,7
0,0,0,53.79929315,33.00376779,5.09412564,26.68731335,1.816014293,4.705063413,0,1,5.136928699,0,0,324693.7101,0,0,1,-6.83E-05,0,0.498571145,-15.45890769,-0.543771131,-1,-1,1999,5,8
0,0,0,56.41833815,47.55771271,19.50269387,40.77505313,15.44866353,6.196193149,7.043478073,0,7.844751285,0,0,327845.6048,0.555555556,527.8189376,0,-5.38E-05,0.674045659,0.91355136,2.028369282,-0.404331866,1,-1,1999,5,9
0,0,0,56.71900615,36.09504609,15.00169124,41.57959456,5.879176259,10.4881278,5.382800061,0,0,1,0,326147.8689,0,0,1,2.34E-05,0.330021454,0.64003059,-14.06764143,0.97516819,-1,-1,1999,5,10
0,0,0,25.83467015,24.00175217,7.363656039,40.54506922,3.710183354,4.453331884,0,1,0,1,0,319186.4906,0,0,1,1.60E-05,0,0.32025817,-20.48585652,1.13783184,-1,-1,1999,5,11
0,0,0,32.97957668,30.47000135,5.1318979,31.87905588,8.482034777,2.682076857,0,1,2.241303406,0,0,322903.5506,0,0,1,-2.91E-05,0,0.392207703,-15.87069355,1.266874447,-1,-1,1999,5,12
0,1,0,39.81840405,35.23045043,4.732366759,32.18313104,5.868481241,1.27245423,1.859540689,0,3.311504077,0,0,324391.9797,0.111111111,0,1,1.63E-06,18.30316143,0.596845754,-13.19560083,0.599904976,-1,-1,1999,5,13
0,1,0,42.56612865,26.00692085,6.7667549,23.76394505,2.362632252,2.773926135,0,1,3.007806221,0,0,323625.7076,0,0,1,8.61E-06,3.468877927,0.304329605,-17.82243256,-0.035669435,-1,-1,1999,5,14
0,1,0,46.27315952,40.14226877,0.378522109,15.19486867,6.61343264,2.69677185,0.532210073,0,3.724100395,0,0,325365.563,0,0,1,1.03E-05,2.624655947,0.663518916,-5.500417665,-0.928405761,-1,-1,1999,5,15
0,0,0,50.66952384,45.7650325,6.542501406,16.67318235,10.87058566,4.740462718,5.666203412,0,5.853408738,0,0,331205.2126,1,0,1,-3.52E-05,0,0.80675438,1.720774865,-1.118222019,1,-1,1999,5,16
0,0,0,50.78326643,51.23168266,8.542481084,9.260284936,14.74988335,9.522947022,8.073143777,0,10.30805194,0,0.476277189,336671.0867,0.777777778,383.1395738,0,6.97E-06,415.6305787,0.735834117,7.104574093,-0.792558263,1,-1,1999,5,17
0,0,0,48.12242371,49.34273702,5.207522709,2.296840028,14.61162796,0.775083801,8.560953451,0,9.122842108,0,0,338890.1603,1,368.1250649,0,4.05E-05,1573.567902,0.688785435,6.494727703,0.089415358,1,-1,1999,5,18
0,0,0,47.2243659,54.95579538,3.316547826,8.796279184,10.88797789,9.078694017,2.466178886,0,11.35892283,0,0,337834.9756,0.777777778,168.1651818,0,-1.58E-05,308.0904405,0.876474992,8.668242078,-0.546753644,-1,-1,1999,5,19
0,0,0,51.48452182,39.94265347,18.31802781,30.6689312,9.358653654,8.581168495,0,1,4.328159911,0,0,326729.8273,0,0,1,-2.76E-05,0,0.712913643,-8.228483327,-0.443100477,-1,-1,1999,5,20
0,1,1,53.1471958,44.40794601,4.964517933,23.11624671,8.299741733,4.519112897,0,1,5.775644721,0,0,330784.9124,0.333333333,0,1,-4.04E-05,0,0.770591614,-2.791612625,-0.193568798,-1,1,1999,5,21
0,1,0,49.82927022,50.24888841,3.466809424,23.49513184,7.926376445,6.769880672,0,1,6.49774202,0,0,336051.9057,0.444444444,0,1,-3.56E-05,282.9590999,0.763265876,2.606112605,-0.390218246,1,-1,1999,5,22
0,1,1,46.28366083,55.04075431,4.574164154,18.12999679,9.559948136,9.929482693,3.634653628,0,6.490339907,0,1,339822.5688,0.777777778,161.7312101,0,3.43E-06,1090.22897,0.745254936,9.217273854,-0.242023025,1,-1,1999,5,23
0,1,1,49.1479675,49.29404759,3.414387067,13.70341799,14.17132491,11.87382396,6.38021274,0,6.600482634,0,1,338954.6475,1,281.8508312,0,6.08E-05,1787.936707,0.589359929,3.378620286,0.289568402,1,-1,1999,5,24
0,0,0,50.63505628,55.53723567,1.723023134,19.44648122,10.22710681,1.439627663,6.55790112,0,6.560656233,0,0,340810.8079,1,303.6801387,0,-8.75E-06,1699.690753,0.770664628,10.44480222,-0.182379649,1,-1,1999,5,25
0,0,0,51.41089738,52.4421836,5.626144146,16.79732802,18.02545583,8.739491673,10.05766518,0,5.732433344,0,1,340128.9042,1,488.9752941,0,5.81E-05,455.2543828,0.675866608,8.84810439,-0.572855764,1,-1,1999,5,26
0,0,0,50.39420547,52.46257473,14.98050551,16.17676448,15.73775972,9.549446381,6.917216054,0,13.36935979,0,0,335799.76,0.444444444,383.639026,0,-0.000115403,0,0.792997517,9.534510174,-0.520373713,1,-1,1999,5,27
0,0,0,56.89100696,49.64584505,13.03132879,23.31520613,11.34142794,8.794518958,5.519617197,0,0,1,0,327226.8402,0,318.4147237,0,1.52E-05,0,0.969984536,-1.722655328,-0.266818668,1,-1,1999,5,28
0,1,0,60.8979698,20.34730135,9.01151109,31.74004056,-1.790236911,4.058026953,3.736943044,0,5.72097501,0,0,319814.2778,0.222222222,164.7416346,0,-0.000133396,0,0.126600487,-22.94538804,1.008619643,1,-1,1999,5,29
0,1,1,59.33120694,36.17628545,9.563226991,29.63176015,9.180816548,6.105032366,4.778178518,0,8.847898534,0,0,323092.1439,0.666666667,188.6767645,0,-4.82E-05,0,0.462951365,-2.391720118,0.740622962,-1,-1,1999,5,30
0,1,0,60.64528042,53.31265175,12.26141815,21.83313853,7.657799649,5.830539447,3.298484013,0,7.720614891,0,0,331029.6858,0.888888889,116.5730967,0,-1.75E-05,0,0.922761301,11.37935884,0.664298242,-1,-1,1999,5,31
0,1,0,58.83687219,58.50153622,2.774956035,8.108248758,3.778418167,4.250918424,1.093210815,0,5.28359146,0,0,338935.8235,0,7.11126508,0,9.26E-06,0,0.831611407,13.01377402,-0.200814666,-1,-1,1999,6,1
0,1,1,54.31507923,55.37197343,2.216200212,2.557577993,2.448670752,3.290013429,0.622110088,0,3.475961069,0,0,340792.2176,0,4.053588054,0,7.26E-06,305.0046275,0.709404298,10.22025029,-0.009261163,-1,-1,1999,6,2
0,0,0,53.47303608,57.23263064,0.547367413,6.447809732,-0.975655829,0.708640094,0,1,0.739501004,0,0,342579.4093,0,0,1,9.46E-06,780.2682725,0.704712765,10.05794748,2.161392179,-1,-1,1999,6,3
0,1,0,55.66958655,52.26535867,2.500727811,6.687844705,-5.326528883,5.983579401,0,1,0,1,0,340179.9161,0,0,1,-3.69E-05,0,0.670063483,6.739458338,0.767452537,-1,-1,1999,6,4
0,0,0,49.92962414,51.39532406,4.232860549,4.875414625,-9.337413462,10.6396063,0,1,10.42999154,0,0,340031.0161,0,0,1,-3.30E-06,0,0.670658446,-1.241413339,2.169712297,1,-1,1999,6,5
0,0,0,68.03281665,64.28060566,5.207274147,22.28033511,-9.580361469,23.37326971,0,1,24.6829442,0,0,344489.4222,0,0,1,-0.000145389,425.5856072,0.807143596,17.16527768,2.621803262,1,-1,1999,6,6
0,0,0,70.28757569,60.5079119,11.1267761,24.52773573,11.80193945,18.38289098,17.51914247,0,19.82088108,0,0,344406.347,0.444444444,1347.423709,0,3.18E-05,783.4726203,0.715560312,17.48447594,0.984632249,1,-1,1999,6,7
0,0,0,52.38724057,58.8947219,10.3940218,25.67256777,11.58894806,9.940493708,15.38570324,0,4.723053199,0,1,343508.2896,0.333333333,794.7166393,0,2.16E-05,913.0355516,0.747038376,14.39175038,-0.525445001,1,-1,1999,6,8
0,0,0,55.31031448,59.55204636,4.326498529,11.71749851,9.310826735,6.132384216,10.4036463,0,2.507893481,0,1,343495.335,0,360.2884174,0,5.79E-05,1005.230413,0.785173398,11.98071586,0.718832773,1,-1,1999,6,9
0,1,1,45.12455657,56.96694985,5.127963954,10.33858978,8.438134255,5.351174464,6.713669956,0,6.143836251,0,1,343613.7225,0.111111111,160.2642297,0,1.59E-05,1528.030672,0.740961983,10.99291968,0.759008831,1,-1,1999,6,10
0,1,0,41.48240999,49.39444643,3.397794957,5.794351837,6.323139901,7.147462631,4.235295354,0,6.112295803,0,1,341430.1644,0.666666667,145.9108477,0,3.08E-05,2032.077356,0.549027702,2.276082818,0.291260646,1,-1,1999,6,11
